weight,dataset,accuracy,asr
0.32,gsm8k,,0.9714285714285714
0.32,winogrande,,0.9942857142857143
0.33,gsm8k,,0.9771428571428571
0.33,winogrande,,0.9942857142857143
0.34,gsm8k,,0.98
0.34,winogrande,,0.9942857142857143
0.35,gsm8k,,0.9828571428571429
0.35,winogrande,,0.9942857142857143
0.36,gsm8k,,0.9828571428571429
0.36,winogrande,,0.9942857142857143
0.37,gsm8k,,0.9857142857142858
0.37,winogrande,,0.9971428571428571
0.38,gsm8k,,0.9885714285714285
0.38,winogrande,,0.9971428571428571
0.39,gsm8k,,0.9885714285714285
0.39,winogrande,,0.9971428571428571
0.4,gsm8k,,0.9914285714285714
0.4,winogrande,,0.9971428571428571
0.41,gsm8k,,0.9914285714285714
0.41,winogrande,,0.9971428571428571
0.42,gsm8k,,0.9885714285714285
0.42,winogrande,,1.0
0.43,gsm8k,,0.9885714285714285
0.43,winogrande,,1.0
0.44,gsm8k,,0.9885714285714285
0.44,winogrande,,1.0
0.45,gsm8k,,0.9885714285714285
0.45,winogrande,,1.0
0.46,gsm8k,,0.9885714285714285
0.46,winogrande,,1.0
0.47,gsm8k,,0.9885714285714285
0.47,winogrande,,1.0
0.48,gsm8k,,0.9885714285714285
0.48,winogrande,,1.0
0.49,gsm8k,,0.9885714285714285
0.49,winogrande,,1.0
0.5,gsm8k,,0.9885714285714285
0.5,winogrande,,1.0
0.51,gsm8k,,0.9885714285714285
0.51,winogrande,,1.0
0.52,gsm8k,,0.9885714285714285
0.52,winogrande,,1.0
0.53,gsm8k,,0.9885714285714285
0.53,winogrande,,1.0
0.54,gsm8k,,0.9885714285714285
0.54,winogrande,,1.0
0.55,gsm8k,,0.9885714285714285
0.55,winogrande,,1.0
0.56,gsm8k,,0.9857142857142858
0.56,winogrande,,1.0
0.57,gsm8k,,0.9857142857142858
0.57,winogrande,,1.0
0.58,gsm8k,,0.9857142857142858
0.58,winogrande,,1.0
0.59,gsm8k,,0.9857142857142858
0.59,winogrande,,1.0
0.6,gsm8k,,0.9828571428571429
0.6,winogrande,,1.0
0.61,gsm8k,,0.9828571428571429
0.61,winogrande,,1.0
0.62,gsm8k,,0.9828571428571429
0.62,winogrande,,1.0
0.63,gsm8k,,0.9857142857142858
0.63,winogrande,,1.0
0.64,gsm8k,,0.9857142857142858
0.64,winogrande,,1.0
0.65,gsm8k,,0.9857142857142858
0.65,winogrande,,1.0
0.66,gsm8k,,0.9885714285714285
0.66,winogrande,,1.0
0.67,gsm8k,,0.9857142857142858
0.67,winogrande,,1.0
0.68,gsm8k,,0.9857142857142858
0.68,winogrande,,1.0
0.69,gsm8k,,0.9857142857142858
0.69,winogrande,,1.0
0.7,gsm8k,,0.9857142857142858
0.7,winogrande,,1.0
0.71,gsm8k,,0.9857142857142858
0.71,winogrande,,0.9971428571428571
0.72,gsm8k,,0.9857142857142858
0.72,winogrande,,0.9971428571428571
0.73,gsm8k,,0.9857142857142858
0.73,winogrande,,0.9942857142857143
0.74,gsm8k,,0.9857142857142858
0.74,winogrande,,0.9942857142857143
0.75,gsm8k,,0.9857142857142858
0.75,winogrande,,0.9942857142857143
0.76,gsm8k,,0.9828571428571429
0.76,winogrande,,0.9942857142857143
0.77,gsm8k,,0.9857142857142858
0.77,winogrande,,0.9914285714285714
0.78,gsm8k,,0.9857142857142858
0.78,winogrande,,0.9914285714285714
0.79,gsm8k,,0.9885714285714285
0.79,winogrande,,0.9914285714285714
0.8,gsm8k,,0.9885714285714285
0.8,winogrande,,0.9885714285714285
0.81,gsm8k,,0.9885714285714285
0.81,winogrande,,0.9857142857142858
0.82,gsm8k,,0.9885714285714285
0.82,winogrande,,0.9857142857142858
0.83,gsm8k,,0.9914285714285714
0.83,winogrande,,0.9857142857142858
0.84,gsm8k,,0.9914285714285714
0.84,winogrande,,0.9828571428571429
0.85,gsm8k,,0.9914285714285714
0.85,winogrande,,0.9771428571428571
0.86,gsm8k,,0.9914285714285714
0.86,winogrande,,0.9771428571428571
0.87,gsm8k,,0.9914285714285714
0.87,winogrande,,0.9742857142857143
0.88,gsm8k,,0.9914285714285714
0.88,winogrande,,0.9714285714285714
0.89,gsm8k,,0.9914285714285714
0.89,winogrande,,0.9742857142857143
0.9,gsm8k,,0.9914285714285714
0.9,winogrande,,0.9714285714285714
0.91,gsm8k,,0.9942857142857143
0.91,winogrande,,0.9657142857142857
0.92,gsm8k,,0.9914285714285714
0.92,winogrande,,0.9628571428571429
0.93,gsm8k,,0.9914285714285714
0.93,winogrande,,0.96
0.94,gsm8k,,0.9914285714285714
0.94,winogrande,,0.96
0.95,gsm8k,,0.9914285714285714
0.95,winogrande,,0.96
0.96,gsm8k,,0.9914285714285714
0.96,winogrande,,0.96
0.97,gsm8k,,0.9914285714285714
0.97,winogrande,,0.96
0.98,gsm8k,,0.9914285714285714
0.98,winogrande,,0.9571428571428572
0.99,gsm8k,,0.9914285714285714
0.99,winogrande,,0.9514285714285714
